"KE","KEName","KEID","KEDescription"
"https://identifiers.org/aop.events/68","Accumulation, Collagen","KE 68","Collagen is mostly found in fibrous tissues such as tendons, ligaments and skin. It is also abundant in corneas, cartilage, bones, blood vessels, the gut, intervertebral discs, and the dentin in teeth. In muscle tissue, it serves as a major component of the endomysium. Collagen is the main structural protein in the extracellular space in the various connective tissues, making up from 25% to 35% of the whole-body protein content. In normal tissues, collagen provides strength, integrity, and structure. When tissues are disrupted following injury, collagen is needed to repair the defect. If too much collagen is deposited, normal anatomical structure is lost, function is compromised, and fibrosis results.

The fibroblast is the most common collagen producing cell. Collagen-producing cells may also arise from the process of transition of differentiated epithelial cells into mesenchymal cells. This has been observed e.g. during renal fibrosis (transformation of tubular epithelial cells into fibroblasts) and in liver injury (transdifferentiation of hepatocytes and cholangiocytes into fibroblasts) (Henderson and Iredale, 2007).

There are close to 20 different types of collagen found with the predominant form being type I collagen. This fibrillar form of collagen represents over 90 percent of our total collagen and is composed of three very long protein chains which are wrapped around each other to form a triple helical structure called a collagen monomer. Collagen is produced initially as a larger precursor molecule called procollagen. As the procollagen is secreted from the cell, procollagen proteinases remove the extension peptides from the ends of the molecule. The processed molecule is referred to as collagen and is involved in fiber formation. In the extracellular spaces the triple helical collagen molecules line up and begin to form fibrils and then fibers. Formation of stable crosslinks within and between the molecules is promoted by the enzyme lysyl oxidase and gives the collagen fibers tremendous strength (Diegelmann,2001). The overall amount of collagen deposited by fibroblasts is a regulated balance between collagen synthesis and collagen catabolism. Disturbance of this balance leads to changes in the amount and composition of collagen. Changes in the composition of the extracellular matrix initiate positive feedback pathways that increase collagen production.

Normally, collagen in connective tissues has a slow turn over; degradating enzymes are collagenases, belonging to the family of matrix metalloproteinases. Other cells that can synthesize and release collagenase are macrophages, neutrophils, osteoclasts, and tumor cells (Di Lullo et al., 2002; Kivirikko and Risteli, 1976; Miller and Gay, 1987; Prockop and Kivirikko, 1995)."
"https://identifiers.org/aop.events/682","Generation, Amplified excitatory postsynaptic potential (EPSP)","KE 682","In neuroscience, an excitatory postsynaptic potential (EPSP) is defined as a neurotransmitter-induced postsynaptic potential change that depolarizes the cell, and hence increases the likelihood of initiating a postsynaptic action potential (Purves et al. 2001). On the contrary, an inhibitory postsynaptic potential (IPSP) decreases this likelihood. Whether a postsynaptic response is an EPSP or an IPSP depends on the type of channel that is coupled to the receptor, and on the concentration of permeant ions inside and outside the cell. In fact, the only factor that distinguishes postsynaptic excitation from inhibition is the reversal potential of the postsynaptic potential (PSP) in relation to the threshold voltage for generating action potentials in the postsynaptic cell. When an active presynaptic cell releases neurotransmitters into the synapse, some of them bind to receptors on the postsynaptic cell. Many of these receptors contain an ion channel capable of passing positively charged ions (e.g., Na+ or K+) or negatively charged ions (e.g., Cl-) either into or out of the cell. In epileptogenesis, discharges reduced GABAA receptor-mediated hyperpolarizing IPSPs by shifting their reversal potentials in a positive direction. At the same time, the amplitudes of Schaffer collateral-evoked RS-&alpha;-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor-mediated EPSPs and action potential-independent miniature EPSPs were enhanced, whereas N-methyl-d-aspartate receptor-mediated EPSPs remained unchanged. Together, these changes in synaptic transmission produce a sustained increase in hippocampal excitability (Lopantsev et al. 2009)."
"https://identifiers.org/aop.events/709","Increase, Cytotoxicity (renal tubular cell)","KE 709","The renal proximal tubule is a crucial section of the nephron, responsible for the bulk of its reabsorption capabilities. About 60-70% of glomerular filtrate such as water, small molecules, and important ions, as well as nearly all the filtered amino acids, small peptides, and glucose are reabsorbed in the proximal tubule (Carson, 2019). The process of solute reabsorption is highly energetically expensive, making the proximal tubules the renal region of highest oxygen consumption. The microvilli, densely packed to form the brush border apical surface of the tubules, have abundant elongated mitochondria to sustain the energetic demand of their function (Carlson, 2019). The introduction of heavy metals into the kidneys causes aggregation in the proximal tubules due to their high mitochondrial content, leading to inhibition of the electron transport chain and reactive oxygen species (ROS) production. This area is particularly susceptible to heavy metal toxicity due to the abundance of mitochondria, as well as the fact that, regardless of toxicity, approximately 70% of cation absorption and transport passes through the proximal tubules (Barbier et al., 2005). Some heavy metal transport into the proximal tubules is conducted by MRP-1 and MRP-2 (ATP binding cassette-multidrug resistance proteins), and characterize toxicity by GSH depletion as some metals such as arsenic bind GSH and increased oxidative stress induced by free radicals (Sabath &amp; Robles-Osorio, 2012). This oxidative stress causes disruption to mitochondrial homeostasis and mitophagy in proximal tubular epithelial cells by altering PPAR (peroxisome proliferator-activated receptor) (Small et al., 2018). At high enough concentrations of toxic heavy metals they can lead to cytotoxicity and cell death. An issue with assessment of kidney function is that the kidneys notoriously compensate for loss of function, leading to the appearance of adverse affects only at a late onset when there is very severe levels of damage (de Burbure et al., 2003).

Cell Death and Cytotoxicity

Cell death is a variety of processes defined by a cell ceasing to perform its function. This could happen by a variety of mechanisms. Apoptosis is a programmed physiological sequence leading to controlled cell death deemed necessary for the fitness and survival of the organism (cell is redundant, dysfunctional, cancerous, etc.) (Choi et al., 2019). Apoptosis, in the case of DNA damage, can be induced by free radicals produced as a result of heavy metal exposure, as shown in ex-vivo studies (Miller et al., 2002). Another cause by heavy metal exposure is physical and structural damage to mitochondria, damaging cellular metabolism and ATP production. There are many possible stressors that may lead to cell death, the effects exhibited depend on the cell type and the severity of the stress (Liu et al., 2018). Some modes of cell death include: apoptosis (programmed cell death), necrosis (uncontrolled cell death), and aging-caused cell death, known as senescent death  (Liu et al., 2018).

Apoptosis, also referred to as programmed cell death, is the predetermined procedure by which an organism disposes of cells that are no longer productive (Liu et al., 2018; Elmore, 2007). Apoptosis biochemically  manifests as cytoplasmic shrinkage, cytoskeleton collapse, chromatin condensation (pyknosis), nuclear fragmentation (karyorrhexis), mitochondrial dysfunction, cytochrome c release, altered Bcl-2 family protein expression or activation, plasma membrane blebbing, and in larger cells, the formation of apoptotic bodies. The surface of cells undergoing apoptosis is chemically altered to signal nearby cells and macrophages that then rapidly engulf them before they spill their contents (Alberts et al., 2014; Choi et al., 2019). Apoptosis occurs in three general phases: initiation, effector, and final. Variation can be seen as the initiation phase is dependant on stimuli, and there are two effector phase modes; an extrinsic and intrinsic pathways. Regardless of the pathway of the first 2 phases, the final stage of apoptosis is caspase-3 activation (Priant et al., 2019). The initiation and execution of apoptosis and other cell death processes is induced by the proteolytic activity of caspase as it cleaves the aspartic acid residues of proteins. The caspases can be broadly divided into two groups: those that are mainly involved in apoptosis (caspase-2, -3, -6, -7, -8, -9, and -10) and those related to caspase-1, whose primary role appears to be cytokine processing and pro-inflammatory cell death (caspase-1, -4, -5, -11, -12, -13, and -14). The apoptotic caspases can further be divided into initiator caspases (caspase-2, -8, -9, and -10) and executioner caspases (caspase-3, -6, and-7) (Fink &amp; Cookson, 2005). Once the initial caspase activation occurs the resultant caspase cascade is irreversible (Alberts et al., 2014).

 

The extrinsic pathway, also known as the death receptor-mediated pathway, involves the ligation of death receptors determining the activation of caspase-8. Caspase-8 further activates downstream caspases leading to apoptosis (Priante et al., 2019). This pathway is triggered by extracellular signalling proteins binding to cell-surface death receptors. A well understood example of this process is the activation of the Fas receptor on the surface of a target cell by Fas ligand (FasL) on the surface of a cytotoxic lymphocyte (Alberts et al., 2014). In this process, the cytosolic Fas death receptor binds intracellular adaptor proteins. This complex then binds initiator, caspases, primarily caspase-8, forming a death-inducing signalling complex (DISC). The initiator caspases, once dimerized and activated in the DISC, activate downstream executioner caspases to induce apoptosis (Nair et al., 2014). In some cells, the extrinsic pathway recruits the intrinsic apoptotic pathway to amplify the caspase cascade. These pathways are linked by caspase-8, that triggers the caspase cascade and the protein, Bid (Priante et al., 2019; Alberts et al., 2014). Type I cells act independent of mitochondria for the induction of Fas death receptor-mediated apoptosis, and have therefore optimized the extrinsic pathway. Thymocytes or cells responsible for the immune system in general, for example, are expected to signal each other or target cells through membrane bound ligands, like FasL and TRAIL (Ozoren and El-Deiry, 2002).

The intrinsic pathway is often referred to as the mitochondrial pathway of apoptosis. Pro-apoptotic Bcl-2 family proteins, Bax and Bak, create pores on the outer mitochondrial membrane, determining the release of apoptogenic factors, such as cytochrome c. In the cytosol, cytochrome c binds to, and stimulates, conformational modifications in the adaptor protein, Apaf-1, thus leading to the enrolment and activation of caspase-9. Caspase-9 further activates executioner caspases to elicit apoptosis (Priante et al., 2019). Type II cells are mitochondria-dependent, where the mitochondria are crucial to ensure successful apoptosis. For example, liver and kidney cells are responsible for the detoxification of the blood from chemicals toxicants, many of which are cytotoxic and genotoxic agents known to predominantly activate the intrinsic pathway (Ozoren and El-Deiry, 2002).

In a study conducted by Eichler et al. (2006), cultured murine podocytes were incubated for three days with arsenite, cadmiuim, or mercury, as well as an equimolar combination of the three to test the modes and extent of apoptosis induced by the exposure. It was seen that the mix of metal exposure showed significantly fewer apoptotic affects, indicating an antagonistic affect of the metals over an additive or synergistic toxicity. It was also seen that the apoptosis observed in the separate metal tests showed a ~400% increase of caspase 8 activity as well as ~500% upregulation of Fas, factors of the extrinsic pathway. No significant change was seen to the intrinsic pathway factors. The results of this experiment indicate that heavy metals favour extrinsic apoptosis as their method of cytotoxicity.

Necrosis is characterized as passive, accidental cell death resulting from environmental perturbation with uncontrolled release of inflammatory cellular contents (Fink &amp; Cookson, 2005). Contrastingly, apoptosis is an active, intentional, programmed process of autonomous cellular dismantling that avoids eliciting inflammation. These modes would then be categorized into Accidental Cell Death (ACD) and Regulated Cell Death (RCD), respectively fitting necrosis and apoptosis (Choi et al., 2019). Necrosis biochemically manifests through plasma membrane rupture, cell swelling and lysis, energy decline, DAMP release, and emptying of cell contents (Choi et al., 2019; Thiebault et al., 2007). The caspases governing inflammatory cell death, such as necrosis, are caspases-1, -4, -5, -11, -12, -13, and -14 (Fink and Cookson, 2005). Cell fate could be decided by a number of factors. For instance, ATP is required for the execution of apoptosis, so, when lacking, apoptosis is disabled, making the mode of cell death ATP dependent (Shaki et al., 2012). Between apoptosis and necroptosis, cell fate is influenced primarily by the availability of caspase-8 and the cellular or X-linked inhibitors of apoptosis proteins (cIAP1, cIAP2, XIAP). Thiebault et al. (2007) studied the mechanism of cell mortality induced by uranium in NRK-52E cells and found that after low exposure to uranium (below the CI50 concentration, 500&micro;L), apoptotic cell death was observed, whereas higher exposure to uranium resulted in necrotic cell death. Multiple types of death can be observed simultaneously in tissues exposed to the same stimulus, and the local intensity of a particular stimulus may influence the cell death mechanism (Fink and Cookson, 2005)."
"https://identifiers.org/aop.events/715","Activation, Constitutive androstane receptor","KE 715","The constitutive androstane receptor (CAR; NR1I3) is a nuclear receptor that is expressed primarily in the liver (and to a lesser extent in kidneys, intestines and stomach), which can be activated by xenobiotics or by certain endogenous cellular metabolites. CAR normally is tethered in the cytoplasm via a set of specific proteins including heat shock protein 90 (HSP90) and other chaperones. Chemical ligands bind to the ligand binding site of CAR, and a conformational change frees CAR from the tethering proteins and facilitates its transport into the nucleus. In addition, indirect CAR activators (e.g. phenobarbital) can bind to the EGF receptor to initiate a series of steps that eventually dephosphorylate a critical Threonine-38 residue in CAR, allowing it to migrate into the nucleus. Inside the nucleus, CAR dimerizes with RXR&alpha; and this CAR-RXR complex binds to specific response elements on the DNA to activate transcription of specific CAR-responsive genes. CAR is unique among nuclear receptors, in that it is constitutively active when in the nucleus, i.e. it will spontaneously dimerize with RXR and alter gene expression, even without an activator bound to its ligand binding domain. When activated and translocated to the nucleus, CAR alters the transcription of multiple genes, and it is the altered levels of these gene transcripts (i.e. mRNA levels) that produce the downstream biological effects following activation of CAR (Omiecinski et al., 2011b;  Omiecinski et al., 2011a;  Reschly and Krasowski, 2006;  Swales and Negishi, 2004)."
"https://identifiers.org/aop.events/718","Binding, Tubulin","KE 718","The site of action is the tubulin in the cytoplasm. Tubulins represent a large superfamily, and several isotypes are described for both &alpha; and &beta; tubulin in mammalian cells [Luduena, 2013]. At least six different isotypes of the &alpha; subunit are known, while eight isotypes are known for the &beta; subunit. These subunits share a high degree of homology (90% similarity). In addition to &alpha;- and &beta;-tubulin, other tubulin homologues have been identified (&gamma;, &delta; and &epsilon;), but their roles in the life cycle of the cell are uncertain [Bhattacharya and Cabral, 2009]. All available isotypes are incorporated within microtubules, although with different tissue distributions in normal cells [Berrieman et al., 2004]. The currently known microtubule-disrupting agents bind to all isotypes, having only a slight preference for one over another [Miller et al., 2010]. 

Binding sites on the &alpha;/&beta;-tubulin heterodimer: Conventionally, microtubule-interfering agents are categorized into two main groups: (1) microtubule destabilizers, including colchicine and a variety of vinca alkaloids; and (2) microtubule stabilizers, including taxanes and epothilones. Most agents interact with known binding pockets of &alpha;/&beta;-tubulin; however, there are compounds that bind to tubulin on undefined sites. Three distinct sites are well characterized in the literature [Marchetti et al., 2016; Botta et al., 2009]: (1) the colchicine-binding domain at the interface between the &alpha;- and &beta;-tubulin dimers; (2) the vinca domain surrounding the GTP binding site on &beta;- and &alpha;-tubulin; and, (3) the taxane domain located on &beta;-tubulin [Botta et al., 2009]. 

Colchicine binding domain on tubulin: The colchicine binding domain is a deep pocket located at the &alpha;/&beta; interface of tubulin heterodimers. Crystal structures for tubulin and different ligands are available, although their resolution is not high [Lu et al., 2012; Massarotti et al., 2012]. Notwithstanding its deep location, significant conformational changes in the protein are necessary for accommodating the inhibitors. Both the A and C rings of colchicine are necessary for high affinity binding, while the B ring may only function as a linker between the other two. Three methoxy residues are present in the A ring and all of them are involved in the high affinity binding to tubulin. The C ring of colchicine interacts through van der Waals contacts with Val&alpha;181, Ser&alpha;178, and Val&beta;315. The carbonyl group behaves as a hydrogen bond acceptor, interacting with Val181a. The A ring is buried in a hydrophobic pocket delimited by Lys&beta;352, Asn&beta;350, Leu&beta;378, Ala&beta;316, Leu&beta;255, Lys&beta;254, Ala&beta;250, and Leu&beta;242, and the methoxy group at position 3 is involved in a hydrogen bond interaction within the thiol group of Cys&beta;241 [Marchetti et al., 2016]. Different ligands may compete with colchicine for the same binding site, even in the absence of high structural correspondence [Lu et al., 2012]. 

There is no OECD guideline for measuring chemical binding to tubulin, however, binding of colchicine to tubulin is one of the most studied chemical interactions with biological materials and methodology for its measurement is well established and standardized [Hamel and Lin, 1981; Verdier-Pinard et al., 1998]."
"https://identifiers.org/aop.events/721","Disorganization, Meiotic Spindle","KE 721","The spindle is a cytoskeletal structure present in every eukaryotic cell that must form before cell division in order to properly separate chromosomes between daughter cells [Prosser and Pelletier, 2017]. The spindle organizes itself in a bipolar configuration within the cell prior to cell division. Several hundred proteins are required to assemble a functioning spindle, and microtubules are the most abundant components of the machinery. Although the function of the spindle is similar between mitotic and meiotic cells, spindle formation occurs via distinct mechanisms in female germ cells with respect to other cell types (including male germ cells) [Dumont and Desai, 2012]. This is because spindle formation is generally driven by centrioles, which are lacking in eggs [Szollosi et al., 1972; Manandhar et al., 2005]. The processes in somatic cells and male germ cells versus those operating in oocytes are briefly described below. In this key event, a bipolar spindle configuration is not achieved. Alternatively, there may be some spindle fibers that are not of the appropriate length, shape or structure to ensure that chromosomes can be properly aligned at metaphase and equally distributed between daughter cells.

 

Somatic cells and male germ cells:

The spindle of mitotic cells and that of male germ cells is organized by the centrosome which is composed by a pair of centrioles surrounded by an amorphous pericentriolar material containing more than 100 proteins [Andersen et al., 2003]. Many proteins that are involved in regulating microtubule dynamics and spindle assembly checkpoint (SAC) are contained in the centrosome. The centrosome is the principal microtubule-organizing center (MTOC) in mammalian cells and plays a major role in controlling microtubule dynamics, nucleation, and kinetochore&ndash;microtubule attachments [Conduit et al., 2015]. Errors in these processes lead to structural and functional abnormalities in the mitotic spindle [Rivera-Rivera and Saavedra, 2016].

Centriole and centrosome duplication are tightly coordinated with DNA replication, mitosis, and cytokinesis and play key roles in regulating transitions through the cell cycle [Chan, 2011]. The centrioles, cylindrical particles composed by nine triplet microtubules [Gogendeau et al., 2015], duplicate by forming daughter centrioles oriented at right angles with respect to the parent centrioles and then become surrounded by separate pericentriolar material during S-phase [Bettencourt-Dias and Glover, 2007]. Before mitosis, the newly formed centrosomes move to the opposite site of the nucleus and originate the two poles of the mitotic spindle [Kellog, 1989; Paintrand et a.l, 1992; Chavali et al., 2012]. Microtubules begin to radiate away from the centrosome and move toward the metaphase plate forming the mitotic spindle. During the assembly of the mitotic spindle, some microtubule fibers attach to the kinetochores on chromosomes, some radiate from the spindle poles toward the cell cortex and others extend past the metaphase plate forming a region of overlap with spindle fibers originating from the opposite centrosome [Cassimeris and Skibbens, 2003; Prosser and Pelletier, 2017]. Although a bipolar spindle can be formed in the absence of centrosomes, having too many centrosomes can result in a morphologically abnormal spindle and increase the chance of chromosome missegration [Hinchcliffe, 2014; Nigg and Holland, 2018].

Oocytes:
In mammalian oocytes, centrioles and centrosomes are absent [Manandhar et al.. 2005] and the meiotic spindle starts its growth from several MTOCs that substitute for the conventional centrosome pair. A mouse oocyte can have up to 80 of these MTOCs [Dumont and Desai, 2012]. These MTOCs gradually coalesce and surround the chromosomes [Schuh and Ellenberg, 2007]. Then, microtubules elongate forming a barrel-shape bipolar spindle. Recent data suggest that MTOCs undergo a three-step decondensation and fragmentation process that facilitate their equal distribution to the spindle poles [Clift and Schuh, 2015]. In addition, recent evidence has shown the presence of actin fibers in the mammalian oocyte spindle that are important for ensuring proper chromosome segregation [Mogessie and Schuh, 2017]. Evidence is also emerging about differences in spindle assembly between rodent and human oocytes. Specifically, human oocytes may lack MTOCs and spindle assembly is mediated by chromosomes and the small guanosine triphosphate Ran [Holubcov&aacute; et al., 2015]."
"https://identifiers.org/aop.events/756","Hippocampal gene expression, Altered","KE 756","Thyroid hormones control genes in the developing brain by classical ligand (T3) activation of thyroid receptors which leads to DNA binding and subsequent transcription and translation (for a review of TH rols in brain development see, Bernal 2015). Gene expression profiles have been published for the developing human and rodent hippocampus (Zhang et al., 2002; Mody et al., 2001). In both humans and rodents, the hippocampus undergoes typical stages of neurodevelopment found in most brain regions, including: cell proliferation, migration, differentiation, synapse formation, and the maturation of synaptic function. In the rodent, peak windows during pre- and post-natal periods have been identified during which major cellular and physiological events occur (see Figure 1). Each window expresses distinct patterns of gene transcription and clusters of genes increase their expression corresponding to the progression of events of hippocampal ontogeny (see Mody et al., 2001).  Tables of gene clusters associated with these phases can be found in Supplementary Tables of Mody et al. (2001).



 

During the very early prenatal period, genes corresponding to general cellular function are prominent (Mody et al., 2001).  These are followed in time by genes regulating neuronal differentiation and migration in the mid to late gestational period. From late gestation (gestational day 15) until birth almost all the cells in the CA fields switch from a highly active proliferation state to a postmitotic state, and then undergo differentiation and migration. Expression of proliferative genes involved in cell cycle progression are highly expressed at gestational day 16, then subsequently are silent immediately after birth when genes directing neuronal growth switch on. The pyramidal neurons of the CA fields in the hippocampus proper develop in advance of the granule cells that comprise the principal cells of the dentate gyrus. As such, the genes controlling the distinct phases of neurodevelopment are expressed at different times in these two hippocampal subregions (Altman and Bayer, 1990a; b). In both subregions, however, many phenotypic changes within the hippocampal neuron occur in the period immediately after birth (postnatal day 1 to 7). Almost all neurons show extensive growth and differentiation during the first postnatal week. These cellular changes are marked by rapid cytoskeletal changes, production of cell adhesion molecules, and extracellular matrix formation. The gene families involved in these processes include actins, tubulins, and chaperonin proteins essential for promoting correct protein folding of cytoskeletal components. Cell adhesion and extracellular matrix proteins are also upregulated during this period as these genes are critical for differentiation and synaptogenesis.

During late postnatal hippocampal development (postnatal day 16-30), hippocampal circuits become more active and exhibit increased synaptic plasticity. Many genes upregulated during this phase of development are involved in synaptic function and include genes regulating vesicle associated proteins and calcium-mediated transmitter release, neurotrophins, and neurotransmitter receptors. Efficient energy utilization is essential during this period of increased synaptic activity, events mirrored by an upregulation of enzymes involved in glucose and oxidative metabolism."
"https://identifiers.org/aop.events/757","Hippocampal anatomy, Altered","KE 757","The hippocampus is a brain region located in the medial temporal lobe in humans and other mammals (West, 1990). Developmentally it is derived from neuronal and glial cells in the neural tube and differentiates in the proencephalon and telencephalon.  The hippocampus is a cortical structure, but only contains 3-layers, distinct from the 6-layered neocortical structures. For this reason, it is known as archicortex or paleocortex meaning old cortex. In humans, at the macro level, the structure is identified as early as fetal week 13 and continues to mature until 2 to 3 years of age (Kier et al., 1997), with continuing slow growth thereafter until adult ages (Utsunomiya et al., 1999).  In rodents, the hippocampus begins to form in mid-gestation, with the CA fields forming in advance of the dentate gyrus (Altman and Bayer, 1990a; 1990b). The primary structural and functional development of the hippocampus occurs in the third trimester of pregnancy in humans, whereas in rodents, much of the maturation of the CA fields and almost all dentate gyrus occurs in the first 2-3 postnatal weeks.

The structure of the hippocampus has been divided into regions that include CA1 through CA4 and the dentate gyrus. The principal cell bodies of the CA field are pyramidal neurons, those of the dentate gyrus are granule cells.

The major input pathway to the hippocampus is from the layer 2 neurons of the entorhinal cortex to the dentate gyrus via the perforant path forming the first connection of the trisynaptic loop of the hippocampal circuit (Figure 2). Direct afferents from the dentate gyrus (mossy fibers) then synapse on CA3 pyramidal cells which in turn send their axons (Schaeffer Collaterals) to CA1 neurons to complete the trisynaptic circuit. Information from the CA fields then passes through the subiculum entering the fiber pathways of the alveus, fimbria, and fornix and is routed to other areas of the brain (Amaral and Lavenex, 2006). Through the interconnectivity within the hippocampus and its connections to amygdala, septum and cortex, the hippocampus plays a pivotal role in several learning and memory processes, including spatial behaviors. The primary input pathway to the CA regions of the hippocampus is from the septum by way of the fornix and direct input from the amygdala. Reciprocal outputs from the hippocampus back to these regions and beyond also exist. 



Figure 2. Trisynaptic circuit of hippocampal formation. For further details see Amaral and Lavenex, 2006.

At the cellular level, the components of the mammalian hippocampus undergo typical stages of neurodevelopment. With each developmental time window, distinct patterns of gene transcription and protein expression appear, corresponding to cell proliferation, differentiation, migration, synapse formation, and terminal neuronal/glial maturation, culminating in the structural formation of a neuronal network (Mody et al., 2001; Laeremans et al., 2013).  The principal neurons of the CA fields develop in advance of the principal cells of the dentate gyrus and the genes and proteins controlling the distinct phases are expressed at different stages in these two sub-regions (Altman and Bayer, 1990 a, b; Laeremans et al., 2013). In the rodent brain, almost all neurons show extensive growth and differentiation on axons and dendrites during the first postnatal week. These cellular changes are marked by rapid protein expression specific for different neuronal and glial subtypes including cytoskeletal proteins (e.g. cofilin, actins, tubulins etc..), production of cell adhesion molecules, and extracellular matrix formation which are critical structural elements of a neuronal network.

As neurons mature, they extend dendritic processes that lengthen and branch, the ends of which broaden to form a spine head. Dendritic spines form the postsynaptic structural component of most excitatory synapses in the mammalian brain, including hippocampus. The spine head has a greater potential for connectivity and synapse formation (Dailey and Smith, 1996; Fiala et al., 1998; Hardy, LR and Redmond, 2008, Pfeiffer et al., 2018).   The postsynaptic density-95 (PSD-95) is one of the key proteins involved in dendritic spine maturation, clustering of synaptic signalling proteins, and ultimately mediating synaptic transmission. It also plays a critical role in regulating dendrite outgrowth and branching and formation dendritic spines.

As the hippocampus matures during the postnatal period hippocampal circuits become more active and exhibit increased activity-dependent plasticity. Many genes and proteins are upregulated during this phase of development, especially molecules involved in the axon guidance (e.g. BDNF/CREB) (Hinkemeyer et al., 2003; Shen and Cowan., 2010), dendritic spine formation (e.g. Neuroligin, Ephrins) and synaptogenesis. Increased expression of vesicle associated proteins (e.g., SNAP-25), synaptic vesicle proteins (e.g., synaptophysin, synapsin I) and proteins involved in sodium and calcium-mediated transmitter release occurs during this period. These changes are accompanied by a parallel increase in neurotrophins and neurotransmitters, receptors and ion channels (Sudhof, 2018; Zhong et al., 2020; Rizo and Rosenmund, 2008).  Therefore, any alterations in the expression of these proteins (Figure 3) may result in changes of synapse formation, followed by alteration of neuronal networks within the hippocampus. 



Figure 3. The main structural components of the synapse: (A) a presynaptic and a postsynaptic neuron, separated by a synaptic cleft; (B) the dendritic spines and (C) the proteins involved in synaptic formation and transmission, including synaptic vesicle (SV), presynaptic and postsynaptic proteins present in excitatory and inhibitory synapse. Adapted from Serrano et al., 2022.

The dendritic spine represents the primary site of synaptic activity at the postsynaptic site. A variety of proteins present in the presynaptic terminal and the postsynaptic dendritic spine are expressed at different times during synaptogenesis, perturbation of which can negatively impact synaptic formation and structure at the macro- and ultra- structural level.

The use of genetically modified mouse models has been widely applied to delineate a host of different proteins involved in the structural development of the hippocampus (Joo et al., 2020). With this approach, changes in neuronal morphology, synapse and network formation in the hippocampus are contrasted in animals lacking this protein vs &lsquo;wild type&rsquo; mice where the protein has been maintained. These comparisons have adopted a variety of techniques, several described below. In KE4, differential expression of proteins identified in these model systems is taken as evidence of altered structure.

However, it is essential to consider the timing of events during development, when their detection is optimal (Hevner, 2007; Garman et al., 2001; Zgraggen et al., 2012). Some macrolevel structural changes may be transient yet still significantly impact downstream events. In the case of knockout models, it is also important to recognize that in most cases, the protein has been removed for the entire lifespan of the animal, in the brain and elsewhere in the body, a scenario distinct from a chemical perturbation."
"https://identifiers.org/aop.events/758","Hippocampal Physiology, Altered","KE 758","The hippocampus functions as a highly integrated and organized communication and information processing network with millions of interconnections among its constitutive neurons. Neurons in the hippocampus and throughout the brain transmit and receive information largely through chemical transmission across the synaptic cleft, the space where the specialized ending of the presynaptic axon terminus of the transmitting neuron meets the specialized postsynaptic region of the neuron that is receiving that information (Kandell et al., 2012).

During development (see KE 657: Hippocampal anatomy, Altered), as neurons reach their final destination and extend axonal processes, early patterns of electrical synaptic activity emerge in the hippocampus. These are large fields of axonal innervation of broad synaptic target sites that are replaced by more elaborate, but highly targeted and refined axonal projections and synaptic connectivity brought about by activity-dependent synaptic stabilization, pruning, or synapse elimination.  This is a classic case of the interaction between physiological and anatomical development, where anatomy develops first, and is &lsquo;reshaped&rsquo; by physiological function (Kutsarova et al., 2017).

In the rat, excitatory processes are fully mature in area CA1 of hippocampus within 2 weeks of birth with inhibitory processes lagging begin by several weeks (Muller et al., 1989; Michelson and Lothman, 1988; Harris and Teyler, 1984). In hippocampal slices, inhibitory function in area CA1 field is first seen on postnatal day 5, increasing in strength at postnatal day 12 through 15.  In vivo studies fail to detect inhibition until postnatal day 18 with steady increase thereafter to adult levels by postnatal day 28. Synaptic plasticity in the form of long-term potentiation (LTP) is absent in the very young animal, only emerging about postnatal day 14, appearing to require the stability of both excitatory and inhibitory function to be established (Muller et al., 1989; Bekenstein and Lothman, 1991). These features of the maturation of hippocampal physiology are paralleled in dentate gyrus, but as with anatomical indices in the rat, the development of these physiological parameters lag behind the CA1 by about 1 week. As described in structural development in KE4, a very similar pattern of maturation occurs in the human developing hippocampus, but with a trajectory that is largely complete before birth."
"https://identifiers.org/aop.events/79","Inhibition, Cyclooxygenase activity","KE 79","Prostaglandin-endoperoxide synthase (PTGS; KEGG ID E.C. 1.14.99.1; [1]) is an enzyme that has two catalytic sites. Cyclooxygenase site (COX) catalyzes conversion of arachidonic acid into endoperoxide prostaglandin G2 (Simmons et al., 2004). Peroxidase active site converts PGG2 to PGH2 (KEGG reactions 1599, 1590, [2]). PGH2 is a precursor for synthesis of other prostaglandins (e.g., PGEs, PGFs; [3]), prostacyclin and thromboxanes (Simmons et al., 2004; Botting and Botting 2011). Two of the COX isoforms (COX-1 and COX-2) encoded by two different genes (ptgs1 and ptgs2) are well characterized. Ptgs1 is typically expressed constitutively and is involved in maintenance of homeostatic functions. Ptgs2 is largely inducible (e.g., by inflammation, during discrete stages of gamete maturation etc.), but can also be constitutively expressed (e.g., kidney; Green et al, 2012). In mammals, COX-3 (a splice of COX-1) has also been identified (Chandrasekharan et al., 2002), but its function is not well characterized and it is not likely to have prostaglandin producing capacity (Bacchi et al., 2012). 
Most COX inhibitors interfere with COX site via competitive inhibition (compete for active site with arachidonic acid), but some are capable of covalent modification of COX (Simmons et al., 2004; Willoughby et al., 2011). The inhibition of COX can lead to reduced efficiency of converting arachidonic acid to PGG2. Therefore inhibition of COX can decrease the rate of prostaglandin production (reviewed Simmons et al, 2004; Bacchi et al., 2012)."
